frame,classes
1044,[00000000000100]
1045,[00000000000010]
1046,[00000000000010]
1047,[00000000000010]
1048,[00000000000010]
1049,[00000000000010]
1050,[00000000000010]
1051,[00000000000010]
1052,[00000000000010]
1053,[00000000000010]
1054,[00000000000010]
1055,[00000000000010]
1056,[00000000000010]
1057,[00000000000010]
1058,[00000000000010]
1059,[00000000000010]
1060,[00000000000010]
1061,[00000000000010]
1062,[00000000000010]
1063,[00000000000010]
1064,[00000000000010]
1065,[00000000000010]
1066,[00000000000010]
1067,[00000000000010]
1068,[00000000000010]
1069,[00000000000010]
1070,[00000000000010]
1071,[00000000000010]
1072,[00000000000010]
1073,[00000000000010]
1074,[00000000000010]
1075,[00000000000010]
1076,[00000000000010]
1077,[00000000000010]
1078,[00000000000010]
1079,[00000000000010]
1080,[00000000000010]
1081,[00000000000010]
1082,[00000000000010]
1083,[00000000000010]
1084,[00000000000010]
1085,[00000000000010]
1086,[00000000000010]
1087,[00000000000010]
1088,[00000000000010]
1089,[00000000000010]
1090,[00000000000010]
1091,[00000000000010]
1092,[00000000000010]
1093,[00000000000010]
1094,[00000000000010]
1095,[00000000000010]
1096,[00000000000010]
1097,[00000000000010]
1098,[00000000000010]
1099,[00000000000010]
1100,[00000000000010]
1101,[00000000000010]
1102,[00000000000010]
1103,[00000000000010]
1104,[00000000000010]
1105,[00000000000010]
1106,[00000000000010]
1107,[00000000000010]
1108,[00000000000010]
1109,[00000000000010]
1110,[00000000000010]
1111,[00000000000010]
1112,[00000000000010]
1113,[00000000000010]
1114,[00000000000010]
1115,[00000000000010]
1116,[00000000000010]
1117,[00000000000010]
1118,[00000000000010]
1119,[00000000000010]
1120,[00000000000010]
1121,[00000000000010]
1122,[00000000000010]
1123,[00000000000010]
1124,[00000000000010]
1125,[00000000000010]
1126,[00000000000010]
1127,[00000000000010]
1128,[00000000000010]
1129,[00000000000010]
1130,[00000000000010]
1131,[00000000000010]
1132,[00000000000010]
1133,[00000000000010]
1134,[00000000000010]
1135,[00000000000010]
1136,[00000000000010]
1137,[00000000000010]
1138,[00000000000010]
1139,[00000000000010]
1140,[00000000000010]
1141,[00000000000010]
1142,[00000000000010]
1143,[00000000000010]
1144,[00000000000010]
1145,[00000000000010]
1146,[00000000000010]
1147,[00000000000010]
1148,[00000000000010]
1149,[00000000000010]
1150,[00000000000010]
1151,[00000000000010]
1152,[00000000000010]
1153,[00000000000010]
1154,[00000000000010]
1155,[00000000000010]
1156,[00000000000010]
1157,[00000000000010]
1158,[00000000000010]
1159,[00000000000010]
1160,[00000000000010]
1161,[00000000000010]
1162,[00000000000010]
1163,[00000000000010]
1164,[00000000000010]
1165,[00000000000010]
1166,[00000000000010]
1167,[00000000000010]
1168,[00000000000010]
1169,[00000000000010]
1170,[00000000000010]
1171,[00000000000010]
1172,[00000000000010]
1173,[00000000000010]
1174,[00000000000010]
1175,[00000000000010]
1176,[00000000000010]
1177,[00000000000010]
1178,[00000000000010]
1179,[00000000000010]
1180,[00000000000010]
1181,[00000000000010]
1182,[00000000000010]
1183,[00000000000010]
1184,[00000000000010]
1185,[00000000000010]
1186,[00000000000010]
1187,[00000000000010]
1188,[00000000000010]
1189,[00000000000010]
1190,[00000000000010]
1191,[00000000000010]
1192,[00000000000010]
1193,[00000000000010]
1194,[00000000000010]
1195,[00000000000001]
1196,[00000000000001]
1197,[00000000000001]
1198,[00000000000001]
1199,[00000000000001]
1200,[00000000000001]
1201,[00000000000001]
1202,[00000000000001]
1203,[00000000000001]
1204,[00000000000001]
1205,[00000000000001]
1206,[00000000000001]
1207,[00000000000001]
1208,[00000000000001]
1209,[00000000000001]
1210,[00000000000001]
1211,[00000000000001]
1212,[00000000000001]
1213,[00000000000001]
1214,[00000000000001]
1215,[00000000000001]
1216,[00000000000001]
1217,[00000000000001]
1218,[00000000000001]
1219,[00000000000001]
1220,[00000000000001]
1221,[00000000000001]
1222,[00000000000001]
1223,[00000000000001]
1224,[00000000000001]
1225,[00000000000001]
1226,[00000000000001]
1227,[00000000000001]
1228,[00000000000001]
1229,[00000000000001]
1230,[00000000000001]
1231,[00000000000001]
1232,[00000000000001]
1233,[00000000000001]
1234,[00000000000001]
1235,[00000000000001]
1236,[00000000000001]
1237,[00000000000001]
1238,[00000000000001]
1239,[00000000000001]
1240,[00000000000001]
1241,[00000000000001]
1242,[00000000000001]
1243,[00000000000001]
1244,[00000000000001]
1245,[00000000000001]
1246,[00000000000001]
1247,[00000000000001]
1248,[00000000000001]
1249,[00000000000001]
1250,[00000000000001]
1251,[00000000000001]
1252,[00000000000001]
1253,[00000000000001]
1254,[00000000000001]
1255,[00000000000001]
1256,[00000000000001]
1257,[00000000000001]
1258,[00000000000001]
1259,[00000000000001]
1260,[00000000000001]
1261,[00000000000001]
1262,[00000000000001]
1263,[00000000000001]
1264,[00000000000001]
1265,[00000000000001]
1266,[00000000000001]
1267,[00000000000001]
1268,[00000000000001]
1269,[00000000000001]
1270,[00000000000001]
1271,[00000000000001]
1272,[00000000000001]
1273,[00000000000001]
1274,[00000000000001]
1275,[00000000000001]
1276,[00000000000001]
1277,[00000000000001]
1278,[00000000000001]
1279,[00000000000001]
1280,[00000000000001]
1281,[00000000000001]
1282,[00000000000001]
1283,[00000000000001]
1284,[00000000000001]
1285,[00000000000001]
1286,[00000000000001]
1287,[00000000000001]
1288,[00000000000001]
1289,[00000000000001]
1290,[00000000000001]
1291,[00000000000001]
1292,[00000000000001]
1293,[00000000000001]
1294,[00000000000001]
1295,[00000000000001]
1296,[00000000000001]
1297,[00000000000001]
1298,[00000000000001]
1299,[00000000000001]
1300,[00000000000001]
1301,[00000000000001]
1302,[00000000000001]
1303,[00000000000001]
1304,[00000000000001]
1305,[00000000000001]
1306,[00000000000001]
1307,[00000000000001]
1308,[00000000000001]
1309,[00000000000001]
1310,[00000000000001]
1311,[00000000000001]
1312,[00000000000001]
1313,[00000000000001]
1314,[00000000000001]
1315,[00000000000001]
1316,[00000000000001]
1317,[00000000000001]
1318,[00000000000001]
1319,[00000000000001]
1320,[00000000000001]
1321,[00000000000001]
1322,[00000000000001]
1323,[00000000000001]
1324,[00000000000001]
1325,[00000000000001]
1326,[00000000000001]
1327,[00000000000001]
1328,[00000000000001]
1329,[00000000000001]
1330,[00000000000001]
1331,[00000000000001]
1332,[00000000000001]
1333,[00000000000001]
1334,[00000000000001]
1335,[00000000000001]
1336,[00000000000001]
1337,[00000000000001]
1338,[00000000000001]
1339,[00000000000001]
1340,[00000000000001]
1341,[00000000001000]
1342,[00000000001000]
1343,[00000000001000]
1344,[00000000001000]
1345,[00000000001000]
1346,[00000000001000]
1347,[00000000001000]
1348,[00000000001000]
1349,[00000000001000]
1350,[00000000001000]
1351,[00000000001000]
1352,[00000000001000]
1353,[00000000001000]
1354,[00000000001000]
1355,[00000000001000]
1356,[00000000001000]
1357,[00000000001000]
1358,[00000000001000]
1359,[00000000001000]
1360,[00000000001000]
1361,[00000000001000]
1362,[00000000001000]
1363,[00000000001000]
1364,[00000000001000]
1365,[00000000001000]
1366,[00000000001000]
1367,[00000000001000]
1368,[00000000001000]
1369,[00000000001000]
1370,[00000000001000]
1371,[00000000001000]
1372,[00000000001000]
1373,[00000000001000]
1374,[00000000001000]
1375,[00000000001000]
1376,[00000000001000]
1377,[00000000001000]
1378,[00000000001000]
1379,[00000000001000]
1380,[00000000001000]
1381,[00000000001000]
1382,[00000000001000]
1383,[00000000001000]
1384,[00000000001000]
1385,[00000000001000]
1386,[00000000001000]
1387,[00000000001000]
1388,[00000000001000]
1389,[00000000001000]
1390,[00000000001000]
1391,[00000000001000]
1392,[00000000001000]
1393,[00000000001000]
1394,[00000000001000]
1395,[00000000001000]
1396,[00000000001000]
1397,[00000000001000]
1398,[00000000001000]
1399,[00000000001000]
1400,[00000000001000]
1401,[00000000001000]
1402,[00000000001000]
1403,[00000000001000]
1404,[00000000001000]
1405,[00000000001000]
1406,[00000000001000]
1407,[00000000001000]
1408,[00000000001000]
1409,[00000000001000]
1410,[00000000001000]
1411,[00000000001000]
1412,[00000000001000]
1413,[00000000001000]
1414,[00000000001000]
1415,[00000000001000]
1416,[00000000001000]
1417,[00000000001000]
1418,[00000000001000]
1419,[00000000001000]
1420,[00000000001000]
1421,[00000000001000]
1422,[00000000001000]
1423,[00000000001000]
1424,[00000000001000]
1425,[00000000001000]
1426,[00000000001000]
1427,[00000000001000]
1428,[00000000001000]
1429,[00000000001000]
1430,[00000000001000]
1431,[00000000001000]
1432,[00000000001000]
1433,[00000000001000]
1434,[00000000001000]
1435,[00000000001000]
1436,[00000000001000]
1437,[00000000001000]
1438,[00000000001000]
1439,[00000000001000]
1440,[00000000001000]
1441,[00000000001000]
1442,[00000000001000]
1443,[00000000001000]
1444,[00000000001000]
1445,[00000000001000]
1446,[00000000001000]
1447,[00000000001000]
1448,[00000000001000]
1449,[00000000001000]
1450,[00000000001000]
1451,[00000000001000]
1452,[00000000001000]
1453,[00000000001000]
1454,[00000000001000]
1455,[00000000001000]
1456,[00000000001000]
1457,[00000000001000]
1458,[00000000001000]
1459,[00000000001000]
1460,[00000000001000]
1461,[00000000001000]
1462,[00000000001000]
1463,[00000000001000]
1464,[00000000001000]
1465,[00000000001000]
1466,[00000000001000]
1467,[00000000001000]
1468,[00000000001000]
1469,[00000000001000]
1470,[00000000001000]
1471,[00000000001000]
1472,[00000000001000]
1473,[00000000001000]
1474,[00000000001000]
1475,[00000000001000]
1476,[00000000001000]
1477,[00000000001000]
1478,[00000000001000]
1479,[00000000001000]
1480,[00000000001000]
1481,[00000000001000]
1482,[00000000001000]
1483,[00000000001000]
1484,[00000000001000]
1485,[00000000001000]
1486,[00000000001000]
1487,[00000000001000]
1488,[00000000001000]
1489,[00000000001000]
1490,[00000000001000]
1491,[00000000001000]
1492,[00000001000000]
1493,[00000001000000]
1494,[00000001000000]
1495,[00000001000000]
1496,[00000001000000]
1497,[00000001000000]
1498,[00000001000000]
1499,[00000001000000]
1500,[00000001000000]
1501,[00000001000000]
1502,[00000001000000]
1503,[00000001000000]
1504,[00000001000000]
1505,[00000001000000]
1506,[00000001000000]
1507,[00000001000000]
1508,[00000001000000]
1509,[00000001000000]
1510,[00000001000000]
1511,[00000001000000]
1512,[00000001000000]
1513,[00000001000000]
1514,[00000001000000]
1515,[00000001000000]
1516,[00000001000000]
1517,[00000001000000]
1518,[00000001000000]
1519,[00000001000000]
1520,[00000001000000]
1521,[00000001000000]
1522,[00000001000000]
1523,[00000001000000]
1524,[00000001000000]
1525,[00000001000000]
1526,[00000001000000]
1527,[00000001000000]
1528,[00000001000000]
1529,[00000001000000]
1530,[00000001000000]
1531,[00000001000000]
1532,[00000001000000]
1533,[00000001000000]
1534,[00000001000000]
1535,[00000001000000]
1536,[00000001000000]
1537,[00000001000000]
1538,[00000001000000]
1539,[00000001000000]
1540,[00000001000000]
1541,[00000001000000]
1542,[00000001000000]
1543,[00000001000000]
1544,[00000001000000]
1545,[00000001000000]
1546,[00000001000000]
1547,[00000001000000]
1548,[00000001000000]
1549,[00000001000000]
1550,[00000001000000]
1551,[00000001000000]
1552,[00000001000000]
1553,[00000001000000]
1554,[00000001000000]
1555,[00000001000000]
1556,[00000001000000]
1557,[00000001000000]
1558,[00000001000000]
1559,[00000001000000]
1560,[00000001000000]
1561,[00000001000000]
1562,[00000001000000]
1563,[00000001000000]
1564,[00000001000000]
1565,[00000001000000]
1566,[00000001000000]
1567,[00000001000000]
1568,[00000001000000]
1569,[00000001000000]
1570,[00000001000000]
1571,[00000001000000]
1572,[00000001000000]
1573,[00000001000000]
1574,[00000001000000]
1575,[00000001000000]
1576,[00000001000000]
1577,[00000001000000]
1578,[00000001000000]
1579,[00000001000000]
1580,[00000001000000]
1581,[00000001000000]
1582,[00000001000000]
1583,[00000001000000]
1584,[00000001000000]
1585,[00000001000000]
1586,[00000001000000]
1587,[00000001000000]
1588,[00000001000000]
1589,[00000001000000]
1590,[00000001000000]
1591,[00000001000000]
1592,[00000001000000]
1593,[00000001000000]
1594,[00000001000000]
1595,[00000001000000]
1596,[00000001000000]
1597,[00000001000000]
1598,[00000001000000]
1599,[00000001000000]
1600,[00000001000000]
1601,[00000001000000]
1602,[00000001000000]
1603,[00000001000000]
1604,[00000001000000]
1605,[00000001000000]
1606,[00000001000000]
1607,[00000001000000]
1608,[00000001000000]
1609,[00000001000000]
1610,[00000001000000]
1611,[00000001000000]
1612,[00000001000000]
1613,[00000001000000]
1614,[00000001000000]
1615,[00000001000000]
1616,[00000001000000]
1617,[00000001000000]
1618,[00000001000000]
1619,[00000001000000]
1620,[00000001000000]
1621,[00000001000000]
1622,[00000001000000]
1623,[00000001000000]
1624,[00000001000000]
1625,[00000001000000]
1626,[00000001000000]
1627,[00000001000000]
1628,[00000001000000]
1629,[00000001000000]
1630,[00000001000000]
1631,[00000001000000]
1632,[00000001000000]
1633,[00000001000000]
1634,[00000001000000]
1635,[00000001000000]
1636,[00000001000000]
1637,[00000001000000]
1638,[00000001000000]
1639,[00000001000000]
1640,[00000001000000]
1641,[00000001000000]
1642,[00000001000000]
1643,[00100000000000]
1644,[00100000000000]
1645,[00100000000000]
1646,[00100000000000]
1647,[00100000000000]
1648,[00100000000000]
1649,[00100000000000]
1650,[00100000000000]
1651,[00100000000000]
1652,[00100000000000]
1653,[00100000000000]
1654,[00100000000000]
1655,[00100000000000]
1656,[00100000000000]
1657,[00100000000000]
1658,[00100000000000]
1659,[00100000000000]
1660,[00100000000000]
1661,[00100000000000]
1662,[00100000000000]
1663,[00100000000000]
1664,[00100000000000]
1665,[00100000000000]
1666,[00100000000000]
1667,[00100000000000]
1668,[00100000000000]
1669,[00100000000000]
1670,[00100000000000]
1671,[00100000000000]
1672,[00100000000000]
1673,[00100000000000]
1674,[00100000000000]
1675,[00100000000000]
1676,[00100000000000]
1677,[00100000000000]
1678,[00100000000000]
1679,[00100000000000]
1680,[00100000000000]
1681,[00100000000000]
1682,[00100000000000]
1683,[00100000000000]
1684,[00100000000000]
1685,[00100000000000]
1686,[00100000000000]
1687,[00100000000000]
1688,[00100000000000]
1689,[00100000000000]
1690,[00100000000000]
1691,[00100000000000]
1692,[00100000000000]
1693,[00100000000000]
1694,[00100000000000]
1695,[00100000000000]
1696,[00100000000000]
1697,[00100000000000]
1698,[00100000000000]
1699,[00100000000000]
1700,[00100000000000]
1701,[00100000000000]
1702,[00100000000000]
1703,[00100000000000]
1704,[00100000000000]
1705,[00100000000000]
1706,[00100000000000]
1707,[00100000000000]
1708,[00100000000000]
1709,[00100000000000]
1710,[00100000000000]
1711,[00100000000000]
1712,[00100000000000]
1713,[00100000000000]
1714,[00100000000000]
1715,[00100000000000]
1716,[00100000000000]
1717,[00100000000000]
1718,[00100000000000]
1719,[00100000000000]
1720,[00100000000000]
1721,[00100000000000]
1722,[00100000000000]
1723,[00100000000000]
1724,[00100000000000]
1725,[00100000000000]
1726,[00100000000000]
1727,[00100000000000]
1728,[00100000000000]
1729,[00100000000000]
1730,[00100000000000]
1731,[00100000000000]
1732,[00100000000000]
1733,[00100000000000]
1734,[00100000000000]
1735,[00100000000000]
1736,[00100000000000]
1737,[00100000000000]
1738,[00100000000000]
1739,[00100000000000]
1740,[00100000000000]
1741,[00100000000000]
1742,[00100000000000]
1743,[00100000000000]
1744,[00100000000000]
1745,[00100000000000]
1746,[00100000000000]
1747,[00100000000000]
1748,[00100000000000]
1749,[00100000000000]
1750,[00100000000000]
1751,[00100000000000]
1752,[00100000000000]
1753,[00100000000000]
1754,[00100000000000]
1755,[00100000000000]
1756,[00100000000000]
1757,[00100000000000]
1758,[00100000000000]
1759,[00100000000000]
1760,[00100000000000]
1761,[00100000000000]
1762,[00100000000000]
1763,[00100000000000]
1764,[00100000000000]
1765,[00100000000000]
1766,[00100000000000]
1767,[00100000000000]
1768,[00100000000000]
1769,[00100000000000]
1770,[00100000000000]
1771,[00100000000000]
1772,[00100000000000]
1773,[00100000000000]
1774,[00100000000000]
1775,[00100000000000]
1776,[00100000000000]
1777,[00100000000000]
1778,[00100000000000]
1779,[00100000000000]
1780,[00100000000000]
1781,[00100000000000]
1782,[00100000000000]
1783,[00100000000000]
1784,[00100000000000]
1785,[00100000000000]
1786,[00100000000000]
1787,[00100000000000]
1788,[00100000000000]
1789,[00100000000000]
1790,[00100000000000]
1791,[00100000000000]
1792,[00100000000000]
1793,[01000000000000]
1794,[01000000000000]
1795,[01000000000000]
1796,[01000000000000]
1797,[01000000000000]
1798,[01000000000000]
1799,[01000000000000]
1800,[01000000000000]
1801,[01000000000000]
1802,[01000000000000]
1803,[01000000000000]
1804,[01000000000000]
1805,[01000000000000]
1806,[01000000000000]
1807,[01000000000000]
1808,[01000000000000]
1809,[01000000000000]
1810,[01000000000000]
1811,[01000000000000]
1812,[01000000000000]
1813,[01000000000000]
1814,[01000000000000]
1815,[01000000000000]
1816,[01000000000000]
1817,[01000000000000]
1818,[01000000000000]
1819,[01000000000000]
1820,[01000000000000]
1821,[01000000000000]
1822,[01000000000000]
1823,[01000000000000]
1824,[01000000000000]
1825,[01000000000000]
1826,[01000000000000]
1827,[01000000000000]
1828,[01000000000000]
1829,[01000000000000]
1830,[01000000000000]
1831,[01000000000000]
1832,[01000000000000]
1833,[01000000000000]
1834,[01000000000000]
1835,[01000000000000]
1836,[01000000000000]
1837,[01000000000000]
1838,[01000000000000]
1839,[01000000000000]
1840,[01000000000000]
1841,[01000000000000]
1842,[01000000000000]
1843,[01000000000000]
1844,[01000000000000]
1845,[01000000000000]
1846,[01000000000000]
1847,[01000000000000]
1848,[01000000000000]
1849,[01000000000000]
1850,[01000000000000]
1851,[01000000000000]
1852,[01000000000000]
1853,[01000000000000]
1854,[01000000000000]
1855,[01000000000000]
1856,[01000000000000]
1857,[01000000000000]
1858,[01000000000000]
1859,[01000000000000]
1860,[01000000000000]
1861,[01000000000000]
1862,[01000000000000]
1863,[01000000000000]
1864,[01000000000000]
1865,[01000000000000]
1866,[01000000000000]
1867,[01000000000000]
1868,[01000000000000]
1869,[01000000000000]
1870,[01000000000000]
1871,[01000000000000]
1872,[01000000000000]
1873,[01000000000000]
1874,[01000000000000]
1875,[01000000000000]
1876,[01000000000000]
1877,[01000000000000]
1878,[01000000000000]
1879,[01000000000000]
1880,[01000000000000]
1881,[01000000000000]
1882,[01000000000000]
1883,[01000000000000]
1884,[01000000000000]
1885,[01000000000000]
1886,[01000000000000]
1887,[01000000000000]
1888,[01000000000000]
1889,[01000000000000]
1890,[01000000000000]
1891,[01000000000000]
1892,[01000000000000]
1893,[01000000000000]
1894,[01000000000000]
1895,[01000000000000]
1896,[01000000000000]
1897,[01000000000000]
1898,[01000000000000]
1899,[01000000000000]
1900,[01000000000000]
1901,[01000000000000]
1902,[01000000000000]
1903,[01000000000000]
1904,[01000000000000]
1905,[01000000000000]
1906,[01000000000000]
1907,[01000000000000]
1908,[01000000000000]
1909,[01000000000000]
1910,[01000000000000]
1911,[01000000000000]
1912,[01000000000000]
1913,[01000000000000]
1914,[01000000000000]
1915,[01000000000000]
1916,[01000000000000]
1917,[01000000000000]
1918,[01000000000000]
1919,[01000000000000]
1920,[01000000000000]
1921,[01000000000000]
1922,[01000000000000]
1923,[01000000000000]
1924,[01000000000000]
1925,[01000000000000]
1926,[01000000000000]
1927,[01000000000000]
1928,[01000000000000]
1929,[01000000000000]
1930,[01000000000000]
1931,[01000000000000]
1932,[01000000000000]
1933,[01000000000000]
1934,[01000000000000]
1935,[01000000000000]
1936,[01000000000000]
1937,[01000000000000]
1938,[01000000000000]
1939,[01000000000000]
1940,[01000000000000]
1941,[01000000000000]
1942,[01000000000000]
1943,[10000000000000]
1944,[10000000000000]
1945,[10000000000000]
1946,[10000000000000]
1947,[10000000000000]
1948,[10000000000000]
1949,[10000000000000]
1950,[10000000000000]
1951,[10000000000000]
1952,[10000000000000]
1953,[10000000000000]
1954,[10000000000000]
1955,[10000000000000]
1956,[10000000000000]
1957,[10000000000000]
1958,[10000000000000]
1959,[10000000000000]
1960,[10000000000000]
1961,[10000000000000]
1962,[10000000000000]
1963,[10000000000000]
1964,[10000000000000]
1965,[10000000000000]
1966,[10000000000000]
1967,[10000000000000]
1968,[10000000000000]
1969,[10000000000000]
1970,[10000000000000]
1971,[10000000000000]
1972,[10000000000000]
1973,[10000000000000]
1974,[10000000000000]
1975,[10000000000000]
1976,[10000000000000]
1977,[10000000000000]
1978,[10000000000000]
1979,[10000000000000]
1980,[10000000000000]
1981,[10000000000000]
1982,[10000000000000]
1983,[10000000000000]
1984,[10000000000000]
1985,[10000000000000]
1986,[10000000000000]
1987,[10000000000000]
1988,[10000000000000]
1989,[10000000000000]
1990,[10000000000000]
1991,[10000000000000]
1992,[10000000000000]
1993,[10000000000000]
1994,[10000000000000]
1995,[10000000000000]
1996,[10000000000000]
1997,[10000000000000]
1998,[10000000000000]
1999,[10000000000000]
2000,[10000000000000]
2001,[10000000000000]
2002,[10000000000000]
2003,[10000000000000]
2004,[10000000000000]
2005,[10000000000000]
2006,[10000000000000]
2007,[10000000000000]
2008,[10000000000000]
2009,[10000000000000]
2010,[10000000000000]
2011,[10000000000000]
2012,[10000000000000]
2013,[10000000000000]
2014,[10000000000000]
2015,[10000000000000]
2016,[10000000000000]
2017,[10000000000000]
2018,[10000000000000]
2019,[10000000000000]
2020,[10000000000000]
2021,[10000000000000]
2022,[10000000000000]
2023,[10000000000000]
2024,[10000000000000]
2025,[10000000000000]
2026,[10000000000000]
2027,[10000000000000]
2028,[10000000000000]
2029,[10000000000000]
2030,[10000000000000]
2031,[10000000000000]
2032,[10000000000000]
2033,[10000000000000]
2034,[10000000000000]
2035,[10000000000000]
2036,[10000000000000]
2037,[10000000000000]
2038,[10000000000000]
2039,[10000000000000]
2040,[10000000000000]
2041,[10000000000000]
2042,[10000000000000]
2043,[10000000000000]
2044,[10000000000000]
2045,[10000000000000]
2046,[10000000000000]
2047,[10000000000000]
2048,[10000000000000]
2049,[10000000000000]
2050,[10000000000000]
2051,[10000000000000]
2052,[10000000000000]
2053,[10000000000000]
2054,[10000000000000]
2055,[10000000000000]
2056,[10000000000000]
2057,[10000000000000]
2058,[10000000000000]
2059,[10000000000000]
2060,[10000000000000]
2061,[10000000000000]
2062,[10000000000000]
2063,[10000000000000]
2064,[10000000000000]
2065,[10000000000000]
2066,[10000000000000]
2067,[10000000000000]
2068,[10000000000000]
2069,[10000000000000]
2070,[10000000000000]
2071,[10000000000000]
2072,[10000000000000]
2073,[10000000000000]
2074,[10000000000000]
2075,[10000000000000]
2076,[10000000000000]
2077,[10000000000000]
2078,[10000000000000]
2079,[10000000000000]
2080,[10000000000000]
2081,[10000000000000]
2082,[10000000000000]
2083,[10000000000000]
2084,[10000000000000]
2085,[10000000000000]
2086,[10000000000000]
2087,[10000000000000]
2088,[10000000000000]
2089,[10000000000000]
